Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Sex upon Outcome,Age upon Outcome,binary_outcome,index,intake_am_pm,intake_time,percent,domesticIndex,season,time_spend_shelter
Austin (TX),Stray,Normal,Cat,Neutered Male,5,Domestic Shorthair Mix,Neutered Male,5,0.0,0,PM,2016-11-05,0.38461538461538464,0.9,Quarter 3,25.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,60,Pit Bull,Intact Male,60,0.0,1,AM,2016-09-28,14.285714285714285,0.48,Quarter 3,10.0
Travis (TX),Stray,Nursing,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,2,PM,2015-06-05,0.38461538461538464,0.43200000000000005,Quarter 2,19.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,3,PM,2015-05-29,6.666666666666667,0.0,Quarter 2,2.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Labrador Retriever Mix,Intact Male,2,0.0,4,PM,2015-12-29,2.0,0.54,Quarter 3,4.0
Austin (TX),Public Assist,Normal,Dog,Spayed Female,36,Bruss Griffon Mix,Spayed Female,36,0.0,5,PM,2014-06-10,50.0,0.8,Quarter 2,10.0
Austin (TX),Owner Surrender,Injured,Dog,Spayed Female,120,Pit Bull Mix,Spayed Female,120,1.0,6,AM,2016-07-12,1.5384615384615385,0.2,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Miniature Poodle Mix,Spayed Female,1,0.0,7,AM,2017-07-07,7.6923076923076925,0.54,Quarter 2,4.0
Del Valle (TX),Stray,Normal,Dog,Intact Female,1,Border Terrier Mix,Spayed Female,2,0.0,8,AM,2018-01-13,50.0,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,9,PM,2015-06-13,0.38461538461538464,0.54,Quarter 2,9.0
Austin (TX),Stray,Normal,Dog,Spayed Female,24,Australian Kelpie Mix,Spayed Female,24,0.0,10,PM,2016-02-17,50.0,0.9,Quarter 1,6.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11,Chihuahua Shorthair Mix,Neutered Male,11,0.0,11,PM,2014-09-22,1.694915254237288,0.6,Quarter 3,2.0
Austin (TX),Public Assist,Normal,Cat,Spayed Female,24,Domestic Medium Hair Mix,Spayed Female,24,0.0,12,PM,2016-08-31,2.857142857142857,0.8,Quarter 2,89.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Medium Hair Mix,Intact Male,1,0.0,13,AM,2013-10-16,2.857142857142857,0.43200000000000005,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Neutered Male,2,Pit Bull Mix,Neutered Male,2,0.0,14,PM,2015-05-14,1.5384615384615385,0.9,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Spayed Female,9,German Shepherd,Spayed Female,9,0.0,15,AM,2015-04-13,20.0,0.9,Quarter 1,0.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,8,German Shepherd Mix,Spayed Female,8,0.0,16,AM,2016-09-21,4.166666666666666,0.6,Quarter 3,5.0
Austin (TX),Public Assist,Normal,Dog,Spayed Female,1,Pit Bull Mix,Spayed Female,10,0.0,17,PM,2016-12-29,1.5384615384615385,0.8,Quarter 3,15.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,18,PM,2017-02-15,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,2,others,Neutered Male,2,0.0,19,PM,2014-01-04,0.21691973969631237,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,9,0.0,20,AM,2015-12-19,0.38461538461538464,0.54,Quarter 3,232.0
Travis (TX),Stray,Normal,Dog,Intact Male,9,others,Neutered Male,10,0.0,21,PM,2015-09-11,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Public Assist,Normal,Dog,Intact Female,24,others,Intact Female,24,0.0,22,PM,2019-11-14,0.21691973969631237,0.48,Quarter 3,2.0
Austin (TX),Owner Surrender,Nursing,Dog,Intact Female,1,Chihuahua Shorthair Mix,Intact Female,1,0.0,23,PM,2016-12-16,1.694915254237288,0.48,Quarter 3,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Intact Female,2,0.0,24,PM,2019-07-31,0.21691973969631237,0.54,Quarter 2,5.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Border Terrier Mix,Spayed Female,1,0.0,25,PM,2013-10-02,50.0,0.54,Quarter 3,3.0
Austin (TX),Public Assist,Normal,Dog,Spayed Female,84,others,Spayed Female,84,0.0,26,AM,2015-03-15,0.21691973969631237,0.8,Quarter 1,8.0
Austin (TX),Stray,Normal,Dog,Intact Female,60,others,Intact Female,60,0.0,27,AM,2019-12-28,0.21691973969631237,0.54,Quarter 3,1.0
Pflugerville (TX),Public Assist,Normal,Cat,Intact Male,60,Domestic Shorthair Mix,Neutered Male,60,0.0,28,PM,2014-07-09,0.38461538461538464,0.48,Quarter 2,12.0
Austin (TX),Stray,Normal,Dog,Spayed Female,36,others,Spayed Female,36,0.0,29,PM,2017-08-14,0.21691973969631237,0.9,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,5,others,Spayed Female,6,0.0,30,AM,2014-04-13,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,5,others,Neutered Male,5,0.0,31,PM,2016-02-25,0.21691973969631237,0.54,Quarter 1,4.0
Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,72,Pit Bull Mix,Spayed Female,72,0.0,32,PM,2018-12-30,1.5384615384615385,1.0,Quarter 3,15.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Medium Hair Mix,Intact Male,2,0.0,33,PM,2019-05-01,2.857142857142857,0.54,Quarter 2,48.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,34,PM,2019-03-30,0.21691973969631237,0.54,Quarter 1,4.0
Travis (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,35,PM,2016-01-17,0.38461538461538464,0.54,Quarter 1,5.0
Sunset Valley (TX),Stray,Normal,Dog,Spayed Female,72,Pit Bull Mix,Spayed Female,72,0.0,36,PM,2014-01-31,1.5384615384615385,0.9,Quarter 1,98.0
Austin (TX),Stray,Normal,Cat,Intact Male,24,Domestic Shorthair Mix,Intact Male,24,0.0,37,PM,2014-02-08,0.38461538461538464,0.54,Quarter 1,2.0
Austin (TX),Stray,Nursing,Cat,Intact Female,0,Domestic Shorthair Mix,Intact Female,0,0.0,38,AM,2014-03-26,0.38461538461538464,0.43200000000000005,Quarter 1,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,5,others,Neutered Male,7,0.0,39,AM,2015-07-28,0.21691973969631237,0.54,Quarter 2,32.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,36,Chihuahua Shorthair Mix,Intact Male,36,0.0,40,PM,2014-01-07,1.694915254237288,0.6,Quarter 1,12.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,84,Domestic Shorthair Mix,Spayed Female,84,0.0,41,PM,2016-06-25,0.38461538461538464,1.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Chihuahua Shorthair Mix,Spayed Female,1,0.0,42,PM,2016-09-09,1.694915254237288,0.54,Quarter 3,6.0
Austin (TX),Wildlife,Normal,Other,Unknown,24,others,Unknown,24,1.0,43,PM,2015-08-20,0.21691973969631237,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Spayed Female,3,0.0,44,AM,2019-07-01,0.21691973969631237,0.54,Quarter 2,46.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,others,Intact Female,3,0.0,45,PM,2017-03-02,0.21691973969631237,0.54,Quarter 1,22.0
Austin (TX),Stray,Normal,Cat,Intact Male,6,Domestic Shorthair Mix,Intact Male,6,0.0,46,PM,2017-02-01,0.38461538461538464,0.54,Quarter 1,1.0
Travis (TX),Stray,Nursing,Dog,Intact Female,1,Pit Bull Mix,Intact Female,1,0.0,47,AM,2015-07-29,1.5384615384615385,0.43200000000000005,Quarter 2,2.0
Austin (TX),Stray,Normal,Dog,Intact Female,2,others,Spayed Female,2,0.0,48,PM,2019-06-10,0.21691973969631237,0.54,Quarter 2,6.0
Austin (TX),Stray,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,49,PM,2016-02-25,0.21691973969631237,0.9,Quarter 1,0.0
Austin (TX),Stray,Normal,Other,Unknown,24,others,Unknown,24,1.0,50,AM,2015-01-24,0.21691973969631237,0.10800000000000001,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,51,PM,2018-01-06,0.21691973969631237,0.54,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Spayed Female,60,others,Spayed Female,60,0.0,52,PM,2018-02-08,0.21691973969631237,0.9,Quarter 1,0.0
Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1,others,Neutered Male,1,0.0,53,PM,2018-12-09,0.21691973969631237,1.0,Quarter 3,20.0
Pflugerville (TX),Stray,Normal,Dog,Spayed Female,48,others,Spayed Female,48,0.0,54,PM,2019-01-20,0.21691973969631237,0.9,Quarter 1,1.0
Pflugerville (TX),Owner Surrender,Normal,Dog,Spayed Female,120,German Shepherd Mix,Spayed Female,120,0.0,55,PM,2016-01-05,4.166666666666666,1.0,Quarter 1,157.0
Austin (TX),Stray,Injured,Cat,Intact Male,2,Domestic Shorthair Mix,Neutered Male,3,0.0,56,PM,2014-08-05,0.38461538461538464,0.10800000000000001,Quarter 2,23.0
Austin (TX),Stray,Normal,Cat,Unknown,3,others,Unknown,3,0.0,57,AM,2014-08-03,0.21691973969631237,0.36000000000000004,Quarter 2,1.0
Outside Jurisdiction,Public Assist,Normal,Dog,Intact Male,1,Labrador Retriever Mix,Intact Male,1,0.0,58,PM,2017-09-01,2.0,0.48,Quarter 3,32.0
Austin (TX),Owner Surrender,Nursing,Cat,Intact Female,1,others,Intact Female,1,0.0,59,PM,2019-09-18,0.21691973969631237,0.48,Quarter 3,3.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Intact Male,24,0.0,60,PM,2016-08-02,0.21691973969631237,0.54,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,3,others,Spayed Female,3,0.0,61,PM,2014-11-08,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Female,0,others,Spayed Female,1,0.0,62,PM,2018-03-06,0.21691973969631237,0.54,Quarter 1,53.0
Austin (TX),Stray,Injured,Dog,Spayed Female,156,Chihuahua Shorthair Mix,Spayed Female,156,0.0,63,PM,2017-09-28,1.694915254237288,0.18000000000000002,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,96,Labrador Retriever Mix,Neutered Male,96,0.0,64,AM,2015-04-24,2.0,0.54,Quarter 1,83.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,65,AM,2016-05-19,0.38461538461538464,0.43200000000000005,Quarter 2,51.0
Del Valle (TX),Stray,Normal,Dog,Intact Female,6,others,Spayed Female,6,0.0,66,PM,2016-11-18,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Pit Bull Mix,Intact Male,1,0.0,67,PM,2016-12-19,1.5384615384615385,0.54,Quarter 3,7.0
Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,84,Pit Bull Mix,Spayed Female,84,0.0,68,PM,2015-01-18,1.5384615384615385,1.0,Quarter 1,63.0
Austin (TX),Stray,Normal,Cat,Intact Male,24,Domestic Shorthair Mix,Neutered Male,24,0.0,69,PM,2019-02-01,0.38461538461538464,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,70,AM,2018-07-12,0.21691973969631237,0.54,Quarter 2,6.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,71,PM,2019-02-08,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,24,others,Intact Female,24,0.0,72,PM,2014-05-15,0.21691973969631237,0.6,Quarter 2,2.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Intact Male,1,0.0,73,PM,2014-07-05,1.694915254237288,0.54,Quarter 2,9.0
Austin (TX),Stray,Normal,Dog,Intact Male,9,Australian Kelpie Mix,Neutered Male,1,0.0,74,AM,2015-07-22,50.0,0.54,Quarter 2,84.0
Lakeway (TX),Owner Surrender,Normal,Cat,Intact Female,36,Domestic Shorthair Mix,Spayed Female,36,0.0,75,PM,2015-02-24,0.38461538461538464,0.6,Quarter 1,39.0
Pflugerville (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,76,PM,2018-09-17,0.21691973969631237,0.54,Quarter 3,4.0
Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,24,Pit Bull Mix,Spayed Female,24,0.0,77,PM,2018-12-31,1.5384615384615385,1.0,Quarter 3,15.0
Travis (TX),Stray,Injured,Dog,Neutered Male,96,Pit Bull,Neutered Male,96,0.0,78,AM,2014-04-08,14.285714285714285,0.18000000000000002,Quarter 1,9.0
Austin (TX),Stray,Normal,Dog,Intact Female,5,Labrador Retriever Mix,Spayed Female,5,0.0,79,AM,2014-08-13,2.0,0.54,Quarter 2,20.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,96,Domestic Shorthair Mix,Spayed Female,96,0.0,80,PM,2015-02-24,0.38461538461538464,1.0,Quarter 1,59.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,0,others,Intact Male,0,0.0,81,AM,2016-12-18,0.21691973969631237,0.6,Quarter 3,0.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,36,Domestic Shorthair Mix,Neutered Male,36,0.0,82,AM,2018-10-06,0.38461538461538464,1.0,Quarter 3,21.0
Austin (TX),Stray,Nursing,Dog,Intact Male,1,Pit Bull Mix,Intact Male,1,0.0,83,AM,2019-12-09,1.5384615384615385,0.43200000000000005,Quarter 3,24.0
Austin (TX),Stray,Normal,Cat,Intact Female,2,others,Spayed Female,4,0.0,84,PM,2019-07-19,0.21691973969631237,0.54,Quarter 2,54.0
Austin (TX),Stray,Sick,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,85,PM,2018-04-30,0.38461538461538464,0.10800000000000001,Quarter 1,1.0
Austin (TX),Stray,Normal,Dog,Intact Male,36,others,Intact Male,36,0.0,86,PM,2017-03-20,0.21691973969631237,0.54,Quarter 1,1.0
Austin (TX),Stray,Injured,Dog,Intact Male,24,Pit Bull Mix,Neutered Male,24,0.0,87,AM,2018-12-03,1.5384615384615385,0.10800000000000001,Quarter 3,24.0
Austin (TX),Stray,Normal,Dog,Intact Male,60,Pit Bull Mix,Neutered Male,60,0.0,88,PM,2016-06-21,1.5384615384615385,0.54,Quarter 2,68.0
Austin (TX),Stray,Normal,Cat,Intact Female,4,Domestic Shorthair Mix,Intact Female,4,0.0,89,AM,2014-03-20,0.38461538461538464,0.54,Quarter 1,0.0
Austin (TX),Owner Surrender,Sick,Dog,Intact Female,1,Labrador Retriever Mix,Intact Female,1,0.0,90,AM,2014-06-20,2.0,0.12,Quarter 2,0.0
Travis (TX),Stray,Nursing,Dog,Intact Male,0,Chihuahua Shorthair Mix,Intact Male,0,0.0,91,AM,2016-12-11,1.694915254237288,0.43200000000000005,Quarter 3,1.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,92,PM,2015-06-03,0.38461538461538464,0.54,Quarter 2,22.0
Austin (TX),Stray,Normal,Dog,Intact Male,9,others,Intact Male,10,0.0,93,AM,2013-10-14,0.21691973969631237,0.54,Quarter 3,2.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,Bat,Unknown,1,1.0,94,AM,2015-03-28,6.666666666666667,0.0,Quarter 1,0.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,95,PM,2018-05-18,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Travis (TX),Owner Surrender,Injured,Other,Intact Female,24,others,Intact Female,24,0.0,96,PM,2014-08-13,0.21691973969631237,0.036,Quarter 2,1.0
Austin (TX),Stray,Nursing,Cat,Intact Female,0,Domestic Shorthair Mix,Spayed Female,5,0.0,97,AM,2014-02-25,0.38461538461538464,0.43200000000000005,Quarter 1,157.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,1,0.0,98,AM,2019-07-15,0.38461538461538464,0.54,Quarter 2,6.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,99,PM,2014-10-25,0.21691973969631237,0.6,Quarter 3,20.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,others,Neutered Male,24,0.0,100,PM,2017-08-31,0.21691973969631237,0.54,Quarter 2,62.0
Austin (TX),Owner Surrender,Other,Dog,Neutered Male,72,others,Neutered Male,72,0.0,101,PM,2019-01-16,0.21691973969631237,0.4,Quarter 1,16.0
Austin (TX),Stray,Nursing,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,102,AM,2019-05-02,0.38461538461538464,0.43200000000000005,Quarter 2,0.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,Labrador Retriever Mix,Spayed Female,1,0.0,103,PM,2017-11-01,2.0,0.54,Quarter 3,5.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,36,Domestic Medium Hair Mix,Spayed Female,36,0.0,104,AM,2018-01-22,2.857142857142857,0.6,Quarter 1,161.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2,Domestic Shorthair Mix,Spayed Female,3,0.0,105,PM,2017-11-13,0.38461538461538464,1.0,Quarter 3,28.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,106,PM,2014-05-13,0.38461538461538464,0.36000000000000004,Quarter 2,0.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,107,PM,2015-10-25,0.21691973969631237,0.6,Quarter 3,2.0
Austin (TX),Stray,Sick,Cat,Spayed Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,108,AM,2016-05-07,0.38461538461538464,0.18000000000000002,Quarter 2,2.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,84,Domestic Shorthair Mix,Neutered Male,84,0.0,109,PM,2018-06-20,0.38461538461538464,1.0,Quarter 2,25.0
Travis (TX),Stray,Normal,Dog,Intact Female,36,others,Spayed Female,36,0.0,110,PM,2016-09-19,0.21691973969631237,0.54,Quarter 3,6.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Intact Male,1,0.0,111,PM,2014-09-21,0.38461538461538464,0.54,Quarter 3,0.0
Austin (TX),Stray,Normal,Dog,Intact Male,6,others,Neutered Male,7,0.0,112,PM,2017-05-17,0.21691973969631237,0.54,Quarter 2,4.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,72,others,Spayed Female,72,0.0,113,PM,2014-10-03,0.21691973969631237,1.0,Quarter 3,7.0
Austin (TX),Stray,Normal,Dog,Intact Female,24,others,Spayed Female,24,0.0,114,PM,2019-06-22,0.21691973969631237,0.54,Quarter 2,7.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1,others,Intact Male,1,0.0,115,PM,2019-09-15,0.21691973969631237,0.6,Quarter 3,24.0
Austin (TX),Stray,Normal,Dog,Intact Male,6,others,Neutered Male,6,0.0,116,PM,2015-02-17,0.21691973969631237,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,117,PM,2019-02-03,0.21691973969631237,0.54,Quarter 1,13.0
Travis (TX),Public Assist,Normal,Dog,Intact Female,36,others,Spayed Female,36,0.0,118,PM,2014-02-19,0.21691973969631237,0.48,Quarter 1,14.0
Austin (TX),Stray,Normal,Dog,Intact Female,3,others,Spayed Female,3,0.0,119,PM,2018-09-01,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Intact Female,4,Domestic Shorthair Mix,Intact Female,4,0.0,120,AM,2017-08-04,0.38461538461538464,0.54,Quarter 2,7.0
Austin (TX),Stray,Injured,Dog,Intact Female,36,Chihuahua Shorthair Mix,Spayed Female,36,0.0,121,PM,2014-04-11,1.694915254237288,0.10800000000000001,Quarter 1,8.0
Manor (TX),Public Assist,Normal,Bird,Intact Female,1,others,Intact Female,1,0.0,122,PM,2018-09-04,0.21691973969631237,0.24,Quarter 3,18.0
Travis (TX),Stray,Injured,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,1,0.0,123,AM,2016-07-23,0.38461538461538464,0.10800000000000001,Quarter 2,44.0
Austin (TX),Stray,Normal,Dog,Intact Female,1,others,Spayed Female,1,0.0,124,PM,2020-01-17,0.21691973969631237,0.54,Quarter 1,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,Chihuahua Shorthair Mix,Intact Male,1,0.0,125,PM,2013-10-01,1.694915254237288,0.54,Quarter 3,15.0
Austin (TX),Stray,Normal,Cat,Intact Female,5,others,Intact Female,5,0.0,126,PM,2019-12-13,0.21691973969631237,0.54,Quarter 3,4.0
Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,127,AM,2018-09-30,0.38461538461538464,0.6,Quarter 3,18.0
Pflugerville (TX),Stray,Normal,Dog,Neutered Male,24,Pit Bull Mix,Neutered Male,24,0.0,128,PM,2018-10-14,1.5384615384615385,0.9,Quarter 3,147.0
Austin (TX),Stray,Normal,Dog,Neutered Male,60,Miniature Poodle Mix,Neutered Male,60,0.0,129,PM,2017-04-12,7.6923076923076925,0.9,Quarter 1,1.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Spayed Female,2,0.0,130,AM,2014-10-04,0.38461538461538464,0.54,Quarter 3,40.0
Austin (TX),Stray,Normal,Dog,Intact Male,36,German Shepherd Mix,Neutered Male,36,0.0,131,PM,2014-11-29,4.166666666666666,0.54,Quarter 3,11.0
Austin (TX),Public Assist,Normal,Dog,Intact Female,48,others,Spayed Female,48,0.0,132,PM,2019-02-02,0.21691973969631237,0.48,Quarter 1,12.0
Austin (TX),Stray,Nursing,Dog,Intact Male,1,others,Neutered Male,1,0.0,133,AM,2014-05-17,0.21691973969631237,0.43200000000000005,Quarter 2,44.0
Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,60,Domestic Shorthair Mix,Neutered Male,60,0.0,134,PM,2016-08-09,0.38461538461538464,1.0,Quarter 2,126.0
Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1,Domestic Shorthair Mix,Spayed Female,1,0.0,135,PM,2014-08-16,0.38461538461538464,1.0,Quarter 2,7.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,Domestic Shorthair Mix,Neutered Male,2,0.0,136,PM,2016-11-11,0.38461538461538464,0.54,Quarter 3,4.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,others,Intact Female,1,0.0,137,AM,2019-10-26,0.21691973969631237,0.54,Quarter 3,5.0
Austin (TX),Public Assist,Normal,Dog,Intact Male,36,Pit Bull,Intact Male,36,0.0,138,PM,2019-08-11,14.285714285714285,0.48,Quarter 2,10.0
Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1,others,Spayed Female,2,0.0,139,PM,2019-10-07,0.21691973969631237,0.6,Quarter 3,16.0
Austin (TX),Stray,Normal,Cat,Intact Female,10,Domestic Shorthair Mix,Intact Female,11,0.0,140,AM,2017-08-04,0.38461538461538464,0.54,Quarter 2,1.0
Austin (TX),Stray,Sick,Dog,Intact Male,7,others,Intact Male,7,0.0,141,AM,2016-05-14,0.21691973969631237,0.10800000000000001,Quarter 2,0.0
Del Valle (TX),Public Assist,Normal,Dog,Intact Female,1,others,Intact Female,1,1.0,142,PM,2013-12-24,0.21691973969631237,0.48,Quarter 3,3.0
Travis (TX),Stray,Normal,Dog,Spayed Female,24,Pit Bull Mix,Spayed Female,36,0.0,143,PM,2014-05-21,1.5384615384615385,0.9,Quarter 2,153.0
Austin (TX),Stray,Normal,Cat,Intact Female,1,Domestic Shorthair Mix,Intact Female,1,0.0,144,PM,2014-05-11,0.38461538461538464,0.54,Quarter 2,2.0
Austin (TX),Wildlife,Normal,Other,Unknown,1,others,Unknown,1,1.0,145,PM,2018-04-04,0.21691973969631237,0.0,Quarter 1,1.0
Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1,Labrador Retriever Mix,Neutered Male,1,0.0,146,AM,2017-02-09,2.0,1.0,Quarter 1,2.0
Austin (TX),Wildlife,Sick,Other,Unknown,24,Bat,Unknown,24,1.0,147,PM,2018-05-19,6.666666666666667,0.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Neutered Male,60,Domestic Shorthair Mix,Neutered Male,60,0.0,148,PM,2017-06-24,0.38461538461538464,0.9,Quarter 2,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Intact Male,2,0.0,149,PM,2013-11-21,0.21691973969631237,0.54,Quarter 3,5.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,150,PM,2015-01-23,0.21691973969631237,0.54,Quarter 1,6.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,151,PM,2019-04-07,0.21691973969631237,0.54,Quarter 1,4.0
Austin (TX),Stray,Normal,Dog,Intact Male,24,Pit Bull Mix,Intact Male,24,0.0,152,PM,2018-03-15,1.5384615384615385,0.54,Quarter 1,5.0
Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,36,Miniature Poodle Mix,Neutered Male,36,0.0,153,PM,2015-07-02,7.6923076923076925,1.0,Quarter 2,1.0
Austin (TX),Stray,Normal,Cat,Intact Male,1,others,Neutered Male,3,0.0,154,PM,2019-06-07,0.21691973969631237,0.54,Quarter 2,57.0
Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3,others,Neutered Male,4,0.0,155,AM,2019-10-19,0.21691973969631237,0.6,Quarter 3,2.0
Austin (TX),Stray,Normal,Dog,Neutered Male,24,others,Neutered Male,24,0.0,156,PM,2014-11-14,0.21691973969631237,0.9,Quarter 3,17.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,157,AM,2018-11-21,0.21691973969631237,0.54,Quarter 3,129.0
Austin (TX),Stray,Normal,Bird,Unknown,1,others,Unknown,1,0.0,158,AM,2015-04-22,0.21691973969631237,0.18000000000000002,Quarter 1,16.0
Austin (TX),Stray,Normal,Dog,Intact Male,1,others,Neutered Male,1,0.0,159,AM,2018-04-29,0.21691973969631237,0.54,Quarter 1,27.0
Austin (TX),Stray,Injured,Dog,Spayed Female,156,others,Spayed Female,156,1.0,160,PM,2014-01-29,0.21691973969631237,0.18000000000000002,Quarter 1,4.0
Austin (TX),Stray,Injured,Dog,Intact Male,36,others,Intact Male,36,1.0,161,PM,2014-11-17,0.21691973969631237,0.10800000000000001,Quarter 3,0.0
Austin (TX),Stray,Normal,Cat,Unknown,1,Domestic Shorthair Mix,Unknown,1,0.0,162,PM,2015-09-12,0.38461538461538464,0.36000000000000004,Quarter 3,0.0
